Name,RA,Dec,z,z_err,K0,K0_err,K100,K100_err,alpha,Tx,Tx_err,Lbol,Lbol_err,LHa,LHa_err,Lrad,Lrad_err,Rin,Rout,nelec,nelec_err,Kitpl,Kflat,K_err,Pitpl,Pflat,Perr,Mgrav,Mgrav_err,clustemp,clustemp_err,Lambda,tcool5/2,t52err,tcool3/2,t32err,UVSFR,UVerr,IRSFR,IR_err,70SFR,70err,24SFR,24err,BCGmass,BCGmass_err,ROIout,D_A,asymm_v0,asymm_v0_err,clumpy_v0,clump_v0_err,concen_v0,concen_v0_err,Symmetry,Symm_err,Peakiness,Peak_err,Alignment,Align_err,RaffCP(2006),Raff_err_low,Raff_err_high,CavagCP(2010),Cavag_err_low,Cavag_err_high,OSulCP(2011),OSul_err_low,Osul_err_high,HlavaCP(2012),Hlava_err,completeCavPow,complete_err_low,complete_err_high,name_in_Fraser-McKelvie,BCG_Stellar_Mass,mass_high,mass_low,BCG_SFR,SFR_high,SFR_low,alt_tcool
#,deg,deg,,,keV.cm^2,keV.cm^2,keV.cm^2,keV.cm^2,,keV,keV,10^44erg/s,10^44erg/s,10^40erg/s,10^40erg/s,10^40erg/s,10^40erg/s,Mpc,Mpc,cm^-3,cm^-3,keV.cm^2,keV.cm^2,keV.cm^2,dyne.cm^-2,dyne.cm^-2,dyne.cm^-2,M_dot,M_dot,keV,keV,ergs.cm^3/s,Gyr,Gyr,Gyr,Gyr,M_dot/yr,M_dot/yr,M_dot/yr,M_dot/yr,M_dot/yr,M_dot/yr,M_dot/yr,M_dot/yr,10^10M_dot,10^10M_dot,Mpc,Mpc,,,,,,,,,,,,,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,10^42erg/s,,10^10M_dot,10^10M_dot,10^10M_dot,M_dot/yr,M_dot/yr,M_dot/yr,Gyr
Abell_2107,234.9129708,21.78268333,0.041148,0.000287,21.24,5.85,396.13,92.51,0.91,3.82,0,3.02,0,0.179,0,0.079,0,2.00E-02,2.40E-02,0.0065566,0.00020834,106.37,108.48,6.6722,3.96E-11,4.04E-11,2.65E-12,1.99E+12,8.60E+10,4.1507,0.29572,2.21E-23,8.3547,0.65176,5.0128,0.39106,0.57,0,,,,,,,,,0.25193,167.495,0.642691451,0,0.585662864,0,2.7895,0,,,,,,,,,,,,,,,,,,,,,Abell 2107,41.2,0.29,0.28,0.49,0.12,0.03,10.72
Abell_2111,234.9193208,34.42444722,0.229,0,107.36,97.29,193.98,118.71,0.65,8.02,0,7.51,0,6.65,0,4.34,0,1.82E-02,3.63E-02,0.007752,0.0021255,184.92,184.92,55.516,9.10E-11,9.10E-11,3.30E-11,5.16E+12,9.00E+11,7.2142,1.8314,2.29E-23,11.839,4.4237,7.1033,2.6542,2.17,0,,,,,,,,,0.83582,757.871,,,,,,,0.583,0,-1.535,0,0.65,0,,,,,,,,,,,,,,,,,,,,,,11.954
Abell_2124,236.2463792,36.109475,0.065625,0.000387,98.31,0,260.81,0,0.9,4.41,0,0.464,0,0.471,0,0.228,0,1.87E-02,2.49E-02,0.0042369,0.00035013,168.07,175.68,29.377,3.02E-11,3.16E-11,5.60E-12,2.30E+12,2.80E+11,4.6,0.73,2.10E-23,15.058,2.6943,9.0349,1.6166,0.76,0,,,,,,,,,0.14931,260.44,,,,,,,,,,,,,,,,,,,,,,,,,,,Abell 2124,47.5,0.94,0.92,0.39,0.3,0.06,17.464
Abell_2125,235.308975,66.26588889,0.2465,0,225.17,0,32.9,0,1.35,3.2,0,0.787,0,,,4.53,0,1.91E-02,3.83E-02,0.0023489,0.00026749,229.79,229.79,29.132,1.55E-11,1.55E-11,2.36E-12,2.26E+11,1.69E+10,3.5546,0.38502,1.85E-23,23.891,3.7548,14.335,2.2529,,,,,,,,,,,0.78485,798.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.692
Abell_2142,239.587,27.22894722,0.0909,0,68.06,0,120.57,0,1.22,8.24,0,75.9,0,0.898,0,0.553,0,1.98E-02,2.38E-02,0.019013,0.00056618,83.566,87.595,4.6572,1.83E-10,1.92E-10,1.10E-11,1.85E+12,7.05E+10,6.3342,0.33756,2.21E-23,4.4097,0.2692,2.6458,0.16152,0.77,0,,,,,,,,,0.40005,345.645,0.240745317,0,0.182897019,0,2.7937,0,0.906,0,-1.003,0,0.82,0,,,,,,,,,,,,,,,Abell 2142,29.5,0.99,0.97,0.14,0.48,0.1,4.567
Abell_2147,240.5709375,15.97453333,0.035,0,151.86,0,136.19,0,0.55,4.45,0,0.726,0,0.134,0,0.41,0,2.09E-02,2.44E-02,0.0024875,0.00044728,262.4,262.4,40.579,1.94E-11,1.94E-11,3.97E-12,6.32E+11,4.53E+10,4.5141,0.42885,1.84E-23,28.863,5.8697,17.318,3.5218,0.35,0,,,,,,,,,0.19871,146.036,0.795147638,0,0.663442312,0,1.9339,0,,,,,,,,,,,,,,,,,,,,,Abell 2147,13.7,1.97,1.92,0.1,0.26,0.06,29.467
Abell_2151,241.1495292,17.72148889,0.0366,0,0.37,0,135.18,0,0.56,2.9,0,1.41,0,0.141,0,0.059,0,2.15E-02,2.51E-02,0.0063619,0.00058655,63.319,65.533,5.4299,2.24E-11,2.32E-11,2.46E-12,1.57E+12,6.89E+10,2.2643,0.13226,1.76E-23,5.911,0.64514,3.5466,0.38708,0.38,0,,,,,,,,,0.07518,149.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16
Abell_2163,243.9404375,-6.150172222,0.203,0,437.98,0,72.21,0,1.87,12.12,0,49.3,0,,,2.19,0,1.43E-02,2.86E-02,0.0060674,0.00019374,475.51,478.26,279.15,1.55E-10,1.56E-10,9.14E-11,5.52E+12,2.37E+12,15.91,9.28,3.30E-23,23.208,13.557,13.925,8.1343,,,,,,,,,,,0.59969,596.34,0.324471459,0,0.259193735,0,2.5886,0,0.649,0,-1.163,0,1,0,,,,,,,,,,,,,,,,,,,,,,22.68
Abell_2187,246.0584083,41.24375833,0.1836,0,78.63,0,170.71,0,0.96,7.3,0,12.6,0,,,,,1.52E-02,3.04E-02,0.0037426,0.0018165,203.57,247.66,75.716,7.14E-11,8.69E-11,8.89E-11,1.28E+13,1.72E+12,5.97,0.9,2.26E-23,20.587,10.463,12.352,6.2779,1.87,0,,,,,,,,,0.41077,635.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.523
Abell_2199,247.1593708,39.55118889,0.030151,0.00023,13.27,0,331.46,0,1.35,4.14,0,0.808,0,1.42,0,83.2,0,2.07E-02,2.37E-02,0.018139,0.00086136,53.379,53.379,2.6777,1.08E-10,1.08E-10,6.65E-12,2.10E+12,5.99E+10,3.7927,0.15381,2.00E-23,3.0528,0.19064,1.8317,0.11438,0.49,0,0.58,0,,,0.35,0.03,6.35,0,0.10439,123.893,0.216142151,0,0.207085141,0,2.5889,0,,,,,,,270,60,250,,,,,,,,,270,60,250,Abell 2199,45.1,0.44,0.43,0.4,0.09,0.02,3.704
Abell_2204,248.1955,5.575794444,0.152158,0.000307,9.74,0,166.19,0,1.41,6.97,0,23,0,,,38.1,0,2.62E-02,3.92E-02,0.053484,0.00036582,48.433,48.433,4.4904,1.43E-09,1.43E-09,3.19E-10,1.17E+13,7.92E+11,5.808,0.40967,2.30E-23,1.3777,0.097629,0.82659,0.058577,,,6.06,0,10.27,2.14,4.55,0.46,5.68,0,1.0463,546.423,0.099468742,0,0.354535347,0,5.5897,0,1.638,0,-0.607,0,1.55,0,,,,,,,,,,,,,,,,,,,,,,1.555
Abell_2218,248.9617958,66.21175278,0.1756,0,288.56,0,10.72,0,2.35,6.7,0,8.46,0,3.52,0,2.24,0,1.44E-02,2.88E-02,0.0062956,0.0018873,333.21,333.21,86.855,1.16E-10,1.16E-10,3.98E-11,-4.40E+11,-5.40E+10,9.9463,1.6086,2.62E-23,17.587,5.9903,10.552,3.5942,,,,,,,,,,,0.77771,601.479,0.540983357,0,0.473428877,0,3.1694,0,0.834,0,-1.356,0,1.34,0,,,,,,,,,,,,,,,,,,,,,,17.283
Abell_2219,250.0838,46.7119,0.2256,0,411.57,0,17.01,0,1.97,9.81,0,38.3,0,6.37,0,4.15,0,1.79E-02,3.58E-02,0.010266,0.0013282,505.35,505.35,147.68,3.97E-10,3.97E-10,1.22E-10,1.29E+13,2.64E+12,20.447,4.9053,3.86E-23,15.052,4.1026,9.0312,2.4616,,,1.17,0,,,1.23,0.14,6.85,0,0.65352,746.869,0.341977944,0,0.320693589,0,2.57,0,0.931,0,-1.079,0,1.46,0,,,,,,,,,,,,,,,,,,,,,,15.196
Abell_2244,255.6774125,34.06037222,0.0968,0,57.58,0,109.07,0,1,5.57,0,5.54,0,1.05,0,0.803,0,1.77E-02,2.65E-02,0.016491,0.00090085,84.688,84.688,5.1845,1.47E-10,1.47E-10,1.08E-11,3.60E+12,1.30E+11,5.4388,0.27,2.14E-23,4.4926,0.33162,2.6955,0.19897,,,,,,,,,,,0.31865,369.255,0.186067864,0,0.230121104,0,2.8243,0,1.197,0,-0.996,0,1.15,0,,,,,,,,,,,,,,,Abell 2244,87.1,0.76,0.75,0.22,0.24,0.05,4.879
Abell_2255,258.1788958,64.06966944,0.0806,0,529.1,0,5.78,0,2.63,6.42,0,3.7,0,0.715,0,0.439,0,2.25E-02,2.99E-02,0.0020183,0.00017646,535.05,535.05,97.66,2.79E-11,2.79E-11,5.42E-12,1.66E+11,2.11E+10,8.1109,1.3044,2.37E-23,49.401,9.0427,29.641,5.4256,0.28,0,,,,,,,,,0.72598,313.204,0.799339355,0,0.722598697,0,2.2309,0,1.006,0,-1.911,0,1.32,0,,,,,,,,,,,,,,,Abell 2255,35.1,0.59,0.58,0.2,0.02,0,48.682
Abell_2256,255.9356958,78.63653056,0.0581,0,349.58,0,7.05,0,2.54,6.9,0,25.7,0,,,0.22,0,2.21E-02,2.76E-02,0.0028195,0.00021195,358.35,358.35,44.582,7.84E-11,7.84E-11,2.57E-11,1.44E+11,1.20E+10,6.8195,0.74983,2.31E-23,30.623,4.0788,18.374,2.4473,0.56,0,,,,,,,,,0.50052,231.31,0.756298893,0,0.609340976,0,1.9699,0,0.636,0,-1.513,0,1.1,0,,,,,,,,,,,,,,,Abell 2256,14.5,0.67,0.65,0.02,0.26,0.05,31.954
Abell_2259,260.0345792,27.66986944,0.164,0,113.98,0,60.96,0,1.36,4.94,0,5.43,0,3.2,0,2.04,0,1.39E-02,2.78E-02,0.0074023,0.0028787,137.9,137.9,38.849,6.28E-11,6.28E-11,2.54E-11,1.70E+12,1.38E+11,5.2334,0.62927,2.05E-23,10.049,4.0904,6.0291,2.4542,,,,,,,,,,,0.79216,580.501,,,,,,,0.991,0,-1.194,0,1.09,0,,,,,,,,,,,,,,,,,,,,,,10.662
Abell_2261,260.6135583,32.13294444,0.224,0,61.08,0,105.96,0,1.27,7.58,0,17.6,0,6.28,0,4.67,0,1.71E-02,3.42E-02,0.025848,0.00034876,83.337,83.732,9.7519,3.05E-10,3.07E-10,3.58E-11,5.63E+12,4.82E+11,7.32,0.85,2.42E-23,3.4131,0.39899,2.0478,0.2394,,,9.99,0,1.54,0,1.58,0.17,13.54,0,0.49519,742.841,,,,,,,1.025,0,-0.895,0,1.2,0,,,,,,,,,,,,,,,,,,,,,,3.611
Abell_2294,261.0422875,85.88604722,0.169347,0,156.31,0,235.74,0,1.03,7.1,0,10.4,0,,,2.44,0,1.43E-02,2.85E-02,0.010338,0.00034465,182.63,210.93,58.511,1.45E-10,1.68E-10,4.66E-11,5.38E+12,1.26E+12,10.01,2.77,2.82E-23,10.03,2.7956,6.018,1.6774,,,,,,,,,,,0.59839,620.423,,,,,,,0.715,0,-1.163,0,0.95,0,,,,,,,,,,,,,,,,,,,,,,10.558
Abell_2319,290.2901583,43.95598056,0.0557,0,270.23,0,39.42,0,1.76,9.49,0,12.7,0,6.45,0,0.206,0,2.15E-02,2.69E-02,0.0061434,0.00024692,274.07,274.07,11.784,9.15E-11,9.15E-11,4.79E-12,9.97E+10,2.46E+09,9.0035,0.7775,2.87E-23,14.911,1.4203,8.9468,0.85219,,,,,,,,,,,0.50881,224.969,0.729036375,0,0.669134867,0,2.4372,0,1.109,0,-1.372,0,1,0,,,,,,,,,,,,,,,Abell 2319,60.2,0.52,0.51,0.37,0.2,0.04,16.851
Abell_2384,328.0882417,-19.54775,0.0943,0,38.48,0,139.21,0,1.49,3.8,0,1.98,0,,,0.616,0,1.73E-02,2.59E-02,0.011677,0.00098592,38.509,52.847,3.7898,3.75E-11,5.15E-11,4.38E-12,,,2.72,0.16,1.78E-23,3.8126,0.39234,2.2876,0.2354,,,,,,,,,,,0.65721,361.769,0.650112706,0,0.613657702,0,3.7919,0,,,,,,,,,,,,,,,,,,,,,Abell 2384,19.2,0.38,0.37,0.03,0.12,0.03,4.873
Abell_2390,328.4034375,17.69566111,0.228,0,14.73,0,202.92,0,1.07,9.16,0,35.6,0,66.3,0,409,0,1.74E-02,3.49E-02,0.035362,0.00029743,61.892,61.892,6.5808,3.82E-10,3.82E-10,4.07E-11,7.48E+12,5.83E+11,6.117,0.61858,2.25E-23,2.2401,0.22732,1.3441,0.13639,8.53,0.86,40.6,0,20.76,5.35,6.14,0.62,7.2,0,0.55773,758.12,0.13149739,0,0.220420251,0,3.5765,0,0.946,0,-0.827,0,1.34,0,,,,,,,,,,,,,,,,,,,,,,2.413
Abell_2409,330.2190292,20.96848611,0.1479,0,73.81,0,120.76,0,0.97,5.5,0,7.08,0,2.57,0,1.62,0,2.45E-02,3.67E-02,0.01176,0.00035975,109.33,112.74,18.505,1.08E-10,1.11E-10,1.84E-11,9.68E+12,1.19E+12,5.83,0.95,2.20E-23,6.5887,1.0924,3.9532,0.65543,,,,,,,,,,,0.40361,532.953,,,,,,,0.71,0,-1.157,0,1.18,0,,,,,,,,,,,,,,,,,,,,,,7.083
Abell_2420,332.5783,-12.170375,0.0846,0,332.56,0,64.33,0,1.12,7.89,0,,,,,0.484,0,2.35E-02,3.13E-02,0.0047058,0.0019736,360.52,360.52,134.02,1.85E-10,1.85E-10,2.16E-10,4.97E+11,8.92E+10,9.2853,2.0738,2.88E-23,20.013,9.5091,12.008,5.7055,,,,,,,,,,,0.68111,327.594,,,,,,,0.757,0,-1.441,0,1.17,0,,,,,,,,,,,,,,,RXCJ2210.3-1210,48.1,1.24,1.22,0.23,0.09,0.02,22.34
Abell_2462,339.7973625,-17.34120278,0.0733,0,129.68,0,83.2,0,0.77,2.5,0,,,,,0.289,0,2.07E-02,2.76E-02,0.0027585,0.00061688,157.06,157.06,28.473,1.38E-11,1.38E-11,3.40E-12,3.34E+11,2.53E+10,2.9276,0.29845,1.90E-23,16.342,4.0164,9.8052,2.4098,0.64,0,,,,,,,,,0.5041,289.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.399
Abell_2537,347.0929708,-2.191633333,0.295,0,110.41,0,124.72,0,1.26,6.08,0,10.2,0,,,7.68,0,2.09E-02,4.18E-02,0.015885,0.0029285,128.98,131.51,24.375,2.10E-10,2.14E-10,4.90E-11,3.00E+12,3.16E+11,8.31,1.17,2.69E-23,5.6845,1.3186,3.4107,0.79119,,,,,,,,,,,0.3554,908.095,,,,,,,1.122,0,-1.011,0,1.29,0,,,,,,,,,,,,,,,,,,,,,,6.261
Abell_2554,348.0817583,-21.50314444,0.1108,0,105.09,0,318.36,0,0.66,6.4,0,1.66,0,,,0.681,0,1.98E-02,2.98E-02,0.0051301,0.0013762,239.7,239.7,55.114,5.93E-11,5.93E-11,1.81E-11,5.14E+12,5.45E+11,7.13,1.0054,2.17E-23,18.66,5.6549,11.196,3.3929,0.82,0,,,,,,,,,0.59495,414.678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.957
Abell_2556,348.2558875,-21.634575,0.0871,0,12.38,0,115.76,0,1.13,10.85,0,1.53,0,,,0.507,0,2.29E-02,3.05E-02,0.021158,0.00045302,37.413,37.413,2.5405,9.81E-11,9.81E-11,6.84E-12,3.27E+12,1.59E+11,2.9619,0.20611,1.75E-23,2.3317,0.16976,1.399,0.10186,0.7,0,,,,,,,,,0.25196,333.172,0.339398019,0,0.461180342,0,3.5526,0,,,,,,,,,,,,,,,,,,,,,RXCJ2313.0-2138,25.7,0.55,0.54,0.21,0.33,0.07,2.806
Abell_2589,350.9888125,16.77734167,0.0414,0,51.99,0,109.56,0,0.61,3.7,0,0.33,0,0.183,0,0.087,0,2.02E-02,2.42E-02,0.0074923,0.0029673,96.361,96.361,29.026,4.48E-11,4.48E-11,1.89E-11,1.89E+12,2.01E+11,3.6403,0.61943,2.04E-23,6.9461,2.9941,4.1677,1.7965,0.47,0,,,,,,,,,0.11704,169.045,0.573845726,0,0.417986612,0,2.0996,0,,,,,,,,,,,,,,,,,,,,,Abell 2589,30.4,0.91,0.89,0.22,0.74,0.16,8.786
Abell_2597,351.3324125,-12.12434167,0.0852,0,10.6,0,98.88,0,1.26,3.58,0,1.47,0,53.8,0,373,0,2.27E-02,3.03E-02,0.035399,0.00057924,29.155,29.155,2.5724,1.80E-10,1.80E-10,1.61E-11,2.58E+12,1.65E+11,3.1708,0.26074,1.82E-23,1.4341,0.12024,0.86047,0.072145,2.52,0.19,3.23,0,3.31,1,1.37,0.15,3.9,0,0.09086,330.386,0.069344754,0,0.073665512,0,2.5644,0,1.446,0,-0.63,0,1.99,0,67,29,87,,,,,,,,,67,29,87,Abell 2597,19,0.26,0.26,0.69,0.2,0.04,1.735
Abell_2626,354.1268833,21.14648889,0.0553,0,23.19,0,144.08,0,1.05,2.9,0,0.661,0,0.596,0,4.68,0,2.19E-02,2.74E-02,0.011532,0.0007344,52.808,52.808,4.2543,5.04E-11,5.04E-11,4.71E-12,2.29E+12,1.15E+11,2.6919,0.18809,1.72E-23,3.9643,0.37479,2.3786,0.22487,0.67,0,0.92,0,0.34,0,0.32,0.03,5.34,0,0.20681,229.074,0.456621469,0,0.492260975,0,3.2061,0,,,,,,,,,,,,,,,,,,,,,Abell 2626,36.9,1.21,1.19,0.1,0.81,0.17,4.908
Abell_2631,354.4106667,0.268061111,0.273,0,308.81,0,29.18,0,1.44,9.6,0,12.7,0,10.1,0,6.69,0,2.09E-02,4.18E-02,0.0052568,0.00051519,322.32,322.32,69.773,8.30E-11,8.30E-11,1.90E-11,2.94E+11,4.45E+10,8.6731,1.7978,2.46E-23,19.614,4.497,11.768,2.6982,,,,,,,,,,,1.0031,870.717,,,,,,,0.579,0,-1.566,0,0.88,0,,,,,,,,,,,,,,,,,,,,,,19.328
Abell_2657,356.2385542,9.191872222,0.0402,0,65.39,0,153.55,0,0.91,3.77,0,4.27,0,0.171,0,0.075,0,1.96E-02,2.35E-02,0.007005,0.0014779,109.52,109.52,17.079,4.55E-11,4.55E-11,1.01E-11,1.18E+12,5.81E+10,3.9842,0.27,2.06E-23,8.0494,1.7837,4.8296,1.0702,,,,,,,,,,,0.35239,164.003,0.833166745,0,0.773130005,0,2.8941,0,,,,,,,,,,,,,,,,,,,,,Abell 2657,12.6,0.18,0.17,0.17,0.33,0.07,9.831
Abell_2667,357.9141458,-26.08409722,0.23,0,19.31,0,93.44,0,1.31,6.31,0,20.1,0,,,33.7,0,1.74E-02,3.49E-02,0.041077,0.00060327,32.447,33.683,3.2913,2.57E-10,2.67E-10,2.62E-11,3.93E+12,2.91E+11,4.2488,0.45229,2.17E-23,1.3921,0.14959,0.83526,0.089757,2.32,0.68,75.94,0,,,31.97,3.2,4.84,0,0.40074,757.871,,,,,,,0.936,0,-0.729,0,1.35,0,,,,,,,,,,,,,,,,,,,,,,1.731
Abell_2717,0.804033333,-35.93336944,0.049,0,27.05,0,151.19,0,0.75,2.56,0,0.26,0,,,0.102,0,1.84E-02,2.29E-02,0.006825,0.00088944,66.705,68.092,6.9804,2.65E-11,2.71E-11,3.79E-12,1.49E+12,6.38E+10,2.45,0.14,1.98E-23,5.293,0.75319,3.1758,0.45192,0.41,0,,,,,,,,,0.33074,192.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.912
Abell_2744,3.581370833,-30.39173333,0.308,0,438.44,0,46.39,0,1.41,9.61,0,29.2,0,,,8.49,0,2.25E-02,4.49E-02,0.0041016,0.0010885,336.43,438.27,91.48,1.37E-10,1.79E-10,1.11E-10,-3.30E+12,-4.99E+11,11.23,1.78,2.71E-23,29.478,9.1121,17.687,5.4673,,,36.16,0,4.88,0,2.31,0.25,7.94,0,1.3256,935.549,0.539328933,0,0.398231805,0,2.8687,0,0.404,0,-1.224,0,0.91,0,,,,,,,,,,,,,,,,,,,,,,28.187
Abell_2813,10.85367083,-20.62363333,0.2924,0,267.63,0,90.43,0,1.76,8.39,0,,,,,5.97,0,2.17E-02,4.33E-02,0.0032713,0.00046166,298.16,348.96,74.462,3.48E-11,4.08E-11,9.44E-12,7.27E+12,1.23E+12,7.69,1.52,2.21E-23,31.108,7.5552,18.665,4.5331,,,,,,,,,,,0.67167,902.506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.246
Abell_3084,46.01633333,-36.94088056,0.0977,0,96.74,0,193.67,0,1.08,4.56,0,,,,,0.525,0,1.78E-02,2.67E-02,0.0051227,0.00058783,147.17,147.17,21.427,3.63E-11,3.63E-11,6.13E-12,2.15E+12,1.96E+11,4.3598,0.53489,1.84E-23,13.539,2.2744,8.1235,1.3646,0.64,0,,,,,,,,,0.48995,372.645,,,,,,,,,,,,,,,,,,,,,,,,,,,RXCJ0304.0-3656,21.1,0.45,0.44,0.03,0.03,0.01,14.062
Abell_3088,46.757225,-28.66540833,0.2534,0,82.78,0,216.83,0,1.71,6.71,0,38.9,0,,,4.29,0,1.95E-02,3.91E-02,0.012133,0.00053755,73.707,111.93,9.5322,7.65E-11,1.16E-10,1.02E-11,3.21E+12,2.96E+11,5.91,0.49,2.19E-23,6.5023,0.61126,3.9014,0.36676,,,,,,,,,,,0.78155,814.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.913
Abell_3112,49.4903375,-44.2381,0.075252,0.0004,11.4,0,169.12,0,1.17,4.28,0,3.28,0,3.36,0,119,0,2.03E-02,2.70E-02,0.024797,0.00090482,42.235,42.235,3.3128,1.44E-10,1.44E-10,1.20E-11,3.49E+12,1.91E+11,3.6265,0.27175,2.04E-23,2.0891,0.17412,1.2534,0.10447,0.9,0,2.27,0,0.51,0,1.26,0.13,5.53,0,0.24739,282.92,0.223066883,0,0.369388106,0,3.7509,0,0.933,0,-0.844,0,1.13,0,,,,,,,,,,,,,,,Abell 3112,62.1,1.38,1.35,0.85,1.01,0.22,2.649
Abell_3120,50.48526667,-51.3265,0.069,0,17.29,0,206.17,0,0.99,4.39,0,,,,,2.71,0,1.95E-02,2.60E-02,0.0053453,0.00041782,68.226,73.271,7.7347,1.81E-11,1.94E-11,2.30E-12,2.86E+12,2.11E+11,2.24,0.21,1.91E-23,6.419,0.78352,3.8514,0.47011,0.55,0,,,,,,,,,0.1885,272.084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66
Abell_3158,55.7278125,-53.62343333,0.0597,0,166.01,0,80.92,0,0.9,5.5,0,3.45,0,0.029,0,0.237,0,2.21E-02,2.77E-02,0.0062843,0.00025213,182.33,182.33,17.319,6.32E-11,6.32E-11,6.30E-12,1.15E+12,7.72E+10,5.8902,0.47114,2.26E-23,12.085,1.0814,7.2509,0.64885,0.6,0,,,,,,,,,0.47754,231.682,0.598118938,0,0.517848332,0,2.5214,0,1.092,0,-1.362,0,1.03,0,,,,,,,,,,,,,,,Abell 3158,37.9,0.83,0.81,0.23,0.28,0.06,13.324
Abell_3266,67.80543333,-61.45349722,0.0589,0,72.45,0,376.73,0,0.64,8.35,0,2.77,0,0.022,0,0.246,0,2.16E-02,2.70E-02,0.0067298,0.00041808,213.18,225.28,38.616,8.28E-11,8.75E-11,1.55E-11,4.57E+12,5.92E+11,8.073,1.3694,2.44E-23,14.344,2.5911,8.6062,1.5546,0.98,0,,,,,,,,,0.19948,235.399,0.593409767,0,0.345947954,0,2.0252,0,,,,,,,,,,,,,,,,,,,,,Abell 3266,71.9,1.61,1.57,0.76,0.91,0.19,14.566
Abell_3364,86.907075,-31.873225,0.1483,0,268.55,0,34.53,0,1.97,6.59,0,,,,,7.87,0,2.56E-02,3.84E-02,0.0061691,0.0015553,277.91,277.91,87.622,2.24E-10,2.24E-10,1.98E-10,4.19E+12,8.21E+11,8.8259,2.2578,2.64E-23,15.796,5.6733,9.4773,3.404,,,,,,,,,,,0.9626,534.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.614
Abell_3376,90.54898333,-39.94974167,0.0456,0,282.95,0,58.97,0,1.71,4.08,0,0.756,0,,,0.134,0,2.21E-02,2.65E-02,0.0019855,0.00013882,287.59,287.59,26.038,1.46E-11,1.46E-11,1.53E-12,2.98E+11,1.69E+10,4.3739,0.31879,1.77E-23,36.315,3.6677,21.789,2.2006,0.29,0,,,,,,,,,0.45018,184.842,,,,,,,,,,,,,,,,,,,,,,,,,,,Abell 3376,30,0.65,0.63,0.11,0.13,0.03,36.34
Abell_3391,96.58962917,-53.69578056,0.0514,0,367.52,0,23.56,0,1.64,6.07,0,1.44,0,,,0.221,0,2.14E-02,2.68E-02,0.0028367,0.00027195,371.4,371.4,47.054,3.42E-11,3.42E-11,4.97E-12,1.62E+10,1.30E+09,7.1372,0.84809,2.51E-23,29.296,4.4728,17.578,2.6837,,,0.54,0,0.13,0,0.42,0.04,9.12,0,0.46321,224.221,0.855923625,0,0.796567733,0,2.3487,0,,,,,,,,,,,,,,,,,,,,,Abell 3391,90.7,2.05,2,0.78,0.93,0.2,32.491
Abell_3395,96.70192917,-54.54978056,0.0506,0,247.2,0,105.85,0,1.65,5.13,0,5.75,0,,,0.182,0,1.96E-02,2.45E-02,0.0029692,0.0005608,225.58,255.59,39.938,2.24E-11,2.54E-11,5.07E-12,2.98E+11,2.72E+10,5.28,0.58,1.98E-23,26.268,5.7394,15.761,3.4437,,,,,,,,,,,0.20111,205.411,,,,,,,,,,,,,,,,,,,,,,,,,,,Abell 3395,32.6,0.71,0.69,0.21,0.25,0.05,26.699
Abell_3528S,193.6704042,-29.22725,0.053,0,31.56,0,270.04,0,1.17,4.94,0,,,,,61,0,2.03E-02,2.54E-02,0.0089066,0.00081401,81.447,93.792,7.1304,5.05E-11,5.81E-11,5.60E-12,2.72E+12,1.26E+11,4.1184,0.23577,2.19E-23,6.1541,0.66368,3.6925,0.39821,1.21,0,,,,,,,,,0.12206,212.962,,,,,,,,,,,,,,,,,,,,,,,,,,,Abell 3528S,75.3,0.59,0.58,0.42,0.04,0.01,7.861
Abell_3558,201.9868917,-31.49549444,0.048,0,126.15,0,132.52,0,2.11,5.51,0,1.63,0,0.174,0,0.238,0,1.85E-02,2.32E-02,0.0088161,0.001592,130.21,130.21,19.99,7.94E-11,7.94E-11,1.62E-11,1.11E+12,7.74E+10,5.4012,0.54353,2.23E-23,8.0103,1.656,4.8062,0.99357,0.82,0,,,,,,,,,0.17141,194.017,0.536170843,0,0.387280676,0,2.2843,0,,,,,,,,,,,,,,,,,,,,,Abell 3558,76.5,4.91,4.8,0.38,3.26,0.7,9.095
